id,address,addressNumber,bikes,district,lat,lon,name,nearbyStations,slots,stationType,status,zip
409,409 - Azores-División Del Norte,S/N,11,SCA,19.365102,-99.155499,409 AZORES-DIVISIÓN DEL NORTE,"410,430",13,BIKE,OPN,3310.0
410,410 - Prolongación Tajín-Prolongación Repúblicas,S/N,10,SCA,19.36564,-99.158063,410 PROLONGACIÓN TAJÍN-PROLONGACIÓN REPÚBLICAS,"407,409",14,BIKE,OPN,3310.0
411,411 - Parroquia-Avenida México-Coyoacan,S/N,0,SCA,19.367864,-99.163626,411 PARROQUIA-AVENIDA MÉXICO-COYOACAN,"412,425,427",34,BIKE,OPN,3310.0
412,412 - Parroquia-Avenida Universidad,S/N,7,SCA,19.3684182,-99.1654145,412 PARROQUIA-AVENIDA UNIVERSIDAD,"411,425,426",29,"BIKE,TPV",OPN,3310.0
413,413 - Parroquia-Avenida Coyoacán,S/N,1,DVS,19.369782,-99.171906,413 PARROQUIA-AVENIDA COYOACÁN,"396,414,424",33,BIKE,OPN,3104.0
414,414 - Parroquia-José Ignacio Bartolache,S/N,12,DVS,19.370187,-99.173712,414 PARROQUIA-JOSÉ IGNACIO BARTOLACHE,"413,415,423",17,BIKE,OPN,3104.0
415,415 - San Francisco-Parroquía,S/N,8,DVS,19.371498,-99.17602,415 SAN FRANCISCO-PARROQUÍA,"391,414,416",22,BIKE,OPN,3104.0
416,416 - Recreo-Parroquía,S/N,0,1,19.371308,-99.177607,416 RECREO-PARROQUÍA,"390,391,415",30,BIKE,OPN,3104.0
417,417 - Goya-Augusto Rodín,S/N,1,INM,19.373262,-99.184333,417 GOYA-AUGUSTO RODÍN,"384,385,386",29,"BIKE,TPV",OPN,3920.0
418,418 - Galicia-Actipan,S/N,2,INM,19.371152,-99.183034,418 GALICIA-ACTIPAN,"388,417,419",30,BIKE,OPN,3920.0
419,419 - Actipan-Cadiz,S/N,3,INM,19.370606,-99.181502,419 ACTIPAN-CADIZ,"418,420,421",27,BIKE,OPN,3920.0
420,420 - María Luz Bringas-Oso,S/N,0,ACT,19.369723,-99.17964,420 MARÍA LUZ BRINGAS-OSO,"418,419,421",27,BIKE,OPN,3230.0
421,421 - María Luz Bringas-Oso,S/N,0,ACT,19.369467,-99.179401,421 MARÍA LUZ BRINGAS-OSO,"419,420,422",30,BIKE,OPN,3230.0
422,422 - Bufalo-José María Rico (Eje 8),S/N,2,ACT,19.368356,-99.177487,422 BUFALO-JOSÉ MARÍA RICO (EJE 8),"421,423,436",19,BIKE,OPN,3230.0
423,423 - Moras-José María Rico (Eje 8),S/N,6,ACA,19.367631,-99.175342,423 MORAS-JOSÉ MARÍA RICO (EJE 8),"422,436,437",18,BIKE,OPN,3240.0
424,424 - Amores-José María Rico (Eje 8),S/N,2,DVS,19.367208,-99.170531,424 AMORES-JOSÉ MARÍA RICO (EJE 8),"413,425,435",13,BIKE,OPN,3104.0
425,425 - Nicolas San Juan-Avenida Universidad,S/N,9,DVS,19.367087,-99.16741,425 NICOLAS SAN JUAN-AVENIDA UNIVERSIDAD,"411,412,426",27,BIKE,OPN,3104.0
426,426 - Cerrada De Popocatepetl-Av. Popocatepetl (Eje,S/N,4,XOC,19.365519,-99.166017,426 CERRADA DE POPOCATEPETL-AV. POPOCATEPETL (EJE ,"411,412,425",30,BIKE,OPN,3330.0
427,427 - Avenida México-Coyoacan-Av. Popocatepetl (Eje,S/N,11,SCA,19.365023,-99.162993,427 AVENIDA MÉXICO-COYOACAN-AV. POPOCATEPETL (EJE ,"411,412,426",10,BIKE,OPN,3310.0
428,428 - Prolongación Uxmal-Av. Popocatepetl (Eje 8),S/N,1,GPM,19.363418,-99.160353,428 PROLONGACIÓN UXMAL-AV. POPOCATEPETL (EJE 8),"427,430,431",26,BIKE,OPN,3340.0
429,429 - Pirineos-Av. Popocatepetl (Eje 8),S/N,6,SCA,19.363071,-99.158292,429 PIRINEOS-AV. POPOCATEPETL (EJE 8),"428,430,431",15,BIKE,OPN,3310.0
430,430 - Tripoli-Av. Popocatepetl (Eje 8),S/N,12,SCA,19.362139,-99.154974,430 TRIPOLI-AV. POPOCATEPETL (EJE 8),"409,429,431",16,BIKE,OPN,3310.0
431,431 - Bruno Traven-Paz Montes De Oca,S/N,5,GPM,19.36145,-99.15822,431 BRUNO TRAVEN-PAZ MONTES DE OCA,"428,429,430",16,BIKE,OPN,3340.0
432,432 - Carrillo Pto-Golondrinas,S/N,5,GPM,19.361296,-99.162581,432 CARRILLO PUERTO-AV. MÉXICO-COYOACÁN,"443,444",31,BIKE,OPN,3340.0
433,433 - Jose María Olloqui-Lopéz Costilla,S/N,5,DVS,19.363558,-99.170819,433 JOSE MARÍA OLLOQUI-LOPÉZ COSTILLA,"434,435,439",16,BIKE,OPN,3104.0
434,434 - Jose María Olloqui-Amores,S/N,0,DVS,19.363741,-99.171268,E434 JOSE MARÍA OLLOQUI-AMORES,"391,433,435",24,ELECTRIC_BIKE,OPN,3104.0
435,435 - Rodriguez Saro-Avenida Coyoacán,S/N,14,ACT,19.365154,-99.172906,435 RODRIGUEZ SARO-AVENIDA COYOACÁN,"433,434,438",22,BIKE,OPN,3230.0
436,436 - Rodriguez Saro-Bufallo,S/N,6,ACA,19.366217,-99.177819,436 RODRIGUEZ SARO-BUFALLO,"422,423,437",24,BIKE,OPN,3240.0
437,437 - Moras-Comunal,S/N,8,1,19.36480833,-99.17602222,437 MORAS-COMUNAL,"423,436,438",13,BIKE,OPN,3240.0
438,438 - Adolfo Prieto-José María Olloqui,S/N,6,1,19.36479722,-99.17458333,438 ADOLFO PRIETO-JOSÉ MARÍA OLLOQUI,"434,435,437",18,BIKE,OPN,3240.0
439,439 - Amores-Avenida Coyoacán,S/N,3,ACA,19.36218889,-99.17246667,439 AMORES-AVENIDA COYOACÁN,"433,434,438",15,BIKE,OPN,3240.0
440,440 - Real De Mayorazgo-Puente Xoco,S/N,2,1,19.36065,-99.168669,440 REAL DE MAYORAZGO-PUENTE XOCO,"433,439,441",33,BIKE,OPN,3330.0
441,441 - Puente Xoco-Real De Mayorazgo,S/N,10,XOC,19.361215,-99.167527,441 PUENTE XOCO-REAL DE MAYORAZGO,"433,440",26,BIKE,OPN,3330.0
442,442 - Real De Mayorazgo-Avenida México-Coyoacan,S/N,0,XOC,19.359905,-99.1653,442 REAL DE MAYORAZGO-AVENIDA MÉXICO-COYOACAN,"432,443,444",24,"BIKE,TPV",CLS,3330.0
443,443 - Bruno Trave-Avenida México-Coyoacan,S/N,1,1,19.359655,-99.162025,443 BRUNO TRAVEN-GOLONDRINAS,"432,444",29,BIKE,OPN,3340.0
444,444 - General Manuel Rincón-Agustín Gutierrez,S/N,7,GPM,19.359384,-99.159425,444 GENERAL MANUEL RINCÓN-AGUSTÍN GUTIERREZ,"431,432,443",11,BIKE,OPN,3340.0
445,445 - Riff-Avenida Rio Churubusco,S/N,4,GPM,19.35827,-99.156105,E445 RIFF-AVENIDA RIO CHURUBUSCO,"431,434,446",19,ELECTRIC_BIKE,OPN,3340.0
446,446 - Riff-Avenida Rio Churubusco,S/N,4,GPM,19.3586,-99.156101,446 RIFF-AVENIDA RIO CHURUBUSCO,"431,444,445",31,"BIKE,TPV",OPN,3340.0
447,447 AGUSTÍN MELGAR-ZAMORA,S/N,6,JUA,19.418858,-99.176776,447 AGUSTÍN MELGAR-ZAMORA,447,21,BIKE,OPN,
448,DR. ANDRADE ARCOS DE BELÉN,S/N,10,,19.426611,-99.14447,448 DR. ANDRADE - ARCOS DE BELÉN,448,20,"BIKE,TPV",OPN,
449,449 ACAPULCO-PUEBLA,S/N,8,JUA,19.42018,-99.174393,E449 ACAPULCO-PUEBLA,"33,36,37,139",16,ELECTRIC_BIKE,OPN,
450,450 RAMOS ARIZPE-PUENTE DE ALVARADO,S/N,1,TAB,19.43836,-99.152226,450 RAMOS ARIZPE-PUENTE DE ALVARADO,450,28,BIKE,OPN,
451,451 CAMPOS ELÍSEOS-GOLDSMITH,S/N,0,POL,19.42902,-99.201322,451 CAMPOS ELÍSEOS-GOLDSMITH,451,36,BIKE,OPN,
452,452 LEIBNITZ-AV. EJERCITO NACIONAL,S/N,0,2,19.435031,-99.179838,452 LEIBNITZ-AV. EJERCITO NACIONAL,452,18,BIKE,OPN,
453,453 PEDREGAL-TEAPA,S/N,0,MDR,19.424842,-99.203739,453 PEDREGAL-TEAPA,"455,456,458",33,BIKE,OPN,
454,454 MONTES URALES-MONTE PELVOUX,S/N,0,LMV,19.425905,-99.204236,E454 MONTES URALES-MONTE PELVOUX,"453,455,456,457,458,459",23,ELECTRIC_BIKE,OPN,
455,455 PEDREGAL-FERROCARRIL DE CUERNAVACA,S/N,0,LMV,19.426308,-99.203302,455 PEDREGAL-FERROCARRIL DE CUERNAVACA,"453,456,458",24,BIKE,OPN,
456,456 ALPES-MONTES ESCANDINAVOS,S/N,0,LCH,19.427517,-99.208412,456 ALPES-MONTES ESCANDINAVOS,"453,455,458",26,BIKE,OPN,
457,457 AV. PRADO NORTE-EXPLANADA,S/N,0,LCH,19.42703,-99.212845,E457 AV. PRADO NORTE-EXPLANADA,"454,456,459",24,ELECTRIC_BIKE,OPN,
458,458 MONTES URALES-VOLCÁN,S/N,0,LCI,19.428679,-99.206605,458 MONTES URALES-VOLCÁN,"453,455,456",24,BIKE,OPN,
459,459 VOLCÁN-MONTES URALES,S/N,0,LCI,19.429243,-99.207267,E459 VOLCÁN-MONTES URALES,"454,457,458",24,ELECTRIC_BIKE,OPN,
460,460 JUAN VÁZQUEZ DE MELLA-HOMERO,S/R,0,POL,19.437014,-99.207932,460 JUAN VÁZQUEZ DE MELLA-HOMERO,"198,209,240",31,BIKE,OPN,
461,461 PRESA DON MARTÍN-BOULEVARD MIGUEL DE CERVANTES,S/N,0,IRR,19.440106,-99.210031,461 PRESA DON MARTÍN-BOULEVARD MIGUEL DE CERVANTES,"197,240,460",32,BIKE,OPN,
462,462 PRESA FALCÓN-DANXHÓ,S/N,3,IRR,19.442338,-99.205198,462 PRESA FALCÓN-DANXHÓ,"197,240,463",21,BIKE,OPN,
463,463 LAGO ANDRÓMACO-LAGO ZURICH,S/N,6,1,19.442338,-99.202492,463 LAGO ANDRÓMACO-LAGO ZURICH,"197,242,462",21,BIKE,OPN,
464,464 MATEO ALEMÁN-PROLONGACIÓN MOLIERE ,S/N ,0,AMG,19.442421,-99.199838,E464 MATEO ALEMÁN-PROLONGACIÓN MOLIERE ,"241,242,463,467",24,ELECTRIC_BIKE,OPN,
465,465 LAGUNA DE GINEBRA-LAGO WETTER,S/N,11,CUP,19.445039,-99.194078,465 LAGUNA DE GINEBRA-LAGO WETTER,"243,244,466",16,BIKE,OPN,
466,466  LAGO ONEGA-LAGO LADOGA,S/N,6,ANH,19.44269,-99.19083,466  LAGO ONEGA-LAGO LADOGA,"243,244,465",21,BIKE,OPN,
467,467  LAGO MAYOR-LAGO ALBERTO,S/N,1,GRA,19.440399,-99.186784,E467  LAGO MAYOR-LAGO ALBERTO,"464,472,479",23,ELECTRIC_BIKE,OPN,
468,468 LAGO XOCHIMILCO-AV. EJÉRCITO NACIONAL,S/N,0,ANI,19.434183,-99.173089,468 LAGO XOCHIMILCO-AV. EJÉRCITO NACIONAL,"452,474,475",33,BIKE,OPN,
469,469BAHÍA DELA CONCEPCIÓN-BAHÍA DE TODOS LOS SANTOS,S/N,0,2,19.434183,-99.173089,E469 BAHÍA DE LA CONCEPCIÓN-BAHÍA DE TODOS LOS SAN,"247,470,472",24,ELECTRIC_BIKE,OPN,
470,470 BAHÍA DE LAS PALMAS-BAHÍA DE TODOS LOS SANTOS ,S/N,0,2,19.435039,-99.173879,470 BAHÍA DE LAS PALMAS-BAHÍA DE TODOS LOS SANTOS,"471,473",26,BIKE,OPN,
471,471 BAHÍA DE CHACHALACAS-BAHÍA SANTA BÁRBARA ,S/N,0,2,19.436287,-99.174888,471 BAHÍA DE CHACHALACAS-BAHÍA SANTA BÁRBARA ,"470,473,474",23,BIKE,OPN,
472,472 BAHÍA SANTA BÁRBARA-BAHÍA DE BALLENAS ,S/N,0,2,19.437667,-99.17711,E472 BAHÍA SANTA BÁRBARA-BAHÍA DE BALLENAS ,"247,469,471,473,474,479",24,ELECTRIC_BIKE,OPN,
473,473 BAHÍA DEL ESPÍRITU SANTO-BAHÍA DE BANDERAS,S/N,0,2,19.438143,-99.17519,473 BAHÍA DEL ESPÍRITU SANTO-BAHÍA DE BANDERAS,"471,474,478",36,"BIKE,TPV",OPN,
474,474 BAHÍA DE SAN HIPÓLITO-BAHÍA DEL ESPÍRITU SANTO,S/N,1,ANI,19.438984,-99.177549,474 BAHÍA DE SAN HIPÓLITO-BAHÍA DEL ESPÍRITU SANTO,"473,475,478",32,BIKE,OPN,
475,475 LAGO MURITZ-LAGO ALBERTO,S/N,0,ANI,19.439249,-99.181065,475 LAGO MURITZ-LAGO ALBERTO,"468,474,477",24,BIKE,OPN,
476,476 LAGO COMO-LAGUNA DE MAYRÁN,S/N,1,GRA,19.442127,-99.184433,476 LAGO COMO-LAGUNA DE MAYRÁN,"475,477",34,"BIKE,TPV",OPN,
477,477 LAGO ISEO-LAGUNA DE MAYRÁN ,S/N,1,ANI,19.440905,-99.181743,477 LAGO ISEO-LAGUNA DE MAYRÁN ,"475,476,478",23,BIKE,OPN,
478,478 LAGUNA DE MAYRÁN-LAGO CHALCO,S/N,8,ANI,19.440818,-99.176961,478 LAGUNA DE MAYRÁN-LAGO CHALCO,"473,474,477",19,BIKE,OPN,
479,479 LAGO MURITZ-AV.MARINA NACIONAL,S/N,1,AME,19.444433,-99.179664,E479 LAGO MURITZ-AV. MARINA NACIONAL,"467,469,472,476,477,478",23,ELECTRIC_BIKE,OPN,
480,480 LAGO ISEO-AV. MARINA NACIONAL,S/N,12,AME,19.446073,-99.181654,480 LAGO ISEO-AV. MARINA NACIONAL,"476,477,478",8,BIKE,OPN,
